Date;Household_ID;Household_Size; Income (£) ;Region;Urban_Rural;Education_Level;Marital_Status;Children;Age_Group;Occupation;Weekly_Grocery_Expenditure;Fridge_Size;Freezer_Size;Food_Preferences;Cooking_Frequency;Leftover_Frequency;Grocery_Shopping_Frequency;Grocery_Store_Type;Organic_Food_Preference;Food_Waste_Perception;Awareness_Programs;Composting_Facility;Food_Waste_Reasons;Food_Preservation_Methods;Food_Waste_Education;Cooking_Skills;Meal_Planning_Frequency;Food_Waste_Quantification;Perishable_Food_Management;Food_Donation_Frequency;Food_Waste_Reduction_Strategies;Technology_Use;Food_Waste_Reduction_Success;Food_Type;Purchase_Quantity;Waste_Quantity
07/07/2049;9685;3;65,145.00;West;Rural;PhD;Divorced;2;31-45;Unemployed;220;Large;Medium;Non-Vegetarian;Daily;Weekly;Daily;Online;Yes;Low;Yes;Yes;Excess Purchases;Canning;No;Low;Rarely;Regularly;Prompt Consumption;Rarely;Smart Shopping;Low;Successful;Seafood;1;0
08/07/2049;9686;4;55,653.00;East;Urban;Bachelor;Married;2;18-30;Student;110;Large;Medium;Non-Vegetarian;Daily;Rarely;Daily;Online;Yes;Low;No;Yes;Spoilage;Freezing;No;Low;Rarely;Regularly;Prompt Consumption;Occasionally;Meal Planning;Low;Not Successful;Fruits;1;1
09/07/2049;9687;1;36,662.00;South;Rural;Bachelor;Single;0;18-30;Employed;41;Small;Small;Vegetarian;Weekly;Daily;Monthly;Supermarket;No;High;Yes;No;Spoilage;Freezing;No;Moderate;Rarely;Regularly;Preservation;Rarely;Meal Planning;Low;Successful;Seafood;1;0
10/07/2049;9688;4;49,858.00;West;Urban;Bachelor;Married;2;46-60;Employed;263;Medium;Large;Vegetarian;Rarely;Daily;Daily;Online;No;Low;Yes;No;Excess Purchases;Refrigeration;Yes;Low;Daily;Sometimes;Preservation;Occasionally;Reduced Portions;Moderate;Partial;Seafood;1;6
11/07/2049;9689;2;58,011.00;East;Rural;Master;Single;1;61;Student;219;Small;Small;Vegetarian;Rarely;Daily;Weekly;Supermarket;No;High;Yes;Yes;Spoilage;Refrigeration;No;Low;Weekly;Rarely;Storage;Occasionally;Reduced Portions;Moderate;Partial;Seafood;1;1
12/07/2049;9690;2;62,596.00;North;Rural;PhD;Single;1;31-45;Employed;267;Large;Medium;Vegetarian;Rarely;Rarely;Monthly;Online;Yes;Moderate;Yes;Yes;Portion Control;Freezing;No;High;Daily;Rarely;Prompt Consumption;Occasionally;Meal Planning;Low;Partial;Fruits;1;4
13/07/2049;9691;2;29,425.00;South;Urban;PhD;Single;1;18-30;Employed;198;Large;Small;Vegetarian;Weekly;Rarely;Weekly;Local;No;High;No;Yes;Portion Control;Refrigeration;No;Low;Daily;Sometimes;Preservation;Occasionally;Smart Shopping;Moderate;Partial;Meat;1;1
14/07/2049;9692;2;72,615.00;North;Rural;PhD;Single;1;31-45;Unemployed;225;Small;Large;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;Yes;High;Yes;No;Portion Control;Canning;Yes;Moderate;Daily;Regularly;Preservation;Occasionally;Smart Shopping;High;Successful;Seafood;1;6
15/07/2049;9693;2;67,563.00;South;Urban;Master;Single;1;31-45;Employed;207;Medium;Small;Vegetarian;Weekly;Daily;Monthly;Supermarket;Yes;High;No;No;Spoilage;Canning;No;High;Daily;Rarely;Prompt Consumption;Occasionally;Smart Shopping;Moderate;Not Successful;Vegetables;1;6
16/07/2049;9694;4;64,659.00;North;Rural;PhD;Single;3;46-60;Unemployed;152;Medium;Small;Vegetarian;Weekly;Rarely;Daily;Online;No;High;No;No;Spoilage;Canning;No;Low;Daily;Sometimes;Preservation;Occasionally;Meal Planning;High;Partial;Seafood;1;2
17/07/2049;9695;3;29,916.00;South;Rural;Master;Single;2;31-45;Employed;222;Medium;Small;Non-Vegetarian;Daily;Weekly;Monthly;Supermarket;Yes;High;Yes;Yes;Portion Control;Freezing;Yes;High;Rarely;Regularly;Storage;Regularly;Meal Planning;Low;Successful;Seafood;1;0
18/07/2049;9696;3;63,446.00;North;Urban;Bachelor;Married;1;31-45;Unemployed;117;Medium;Medium;Non-Vegetarian;Daily;Weekly;Monthly;Local;Yes;Moderate;No;No;Excess Purchases;Canning;No;Moderate;Weekly;Rarely;Storage;Rarely;Reduced Portions;High;Partial;Seafood;1;3
19/07/2049;9697;4;69,816.00;South;Urban;Master;Married;2;46-60;Unemployed;126;Small;Large;Vegetarian;Daily;Daily;Daily;Local;Yes;Moderate;No;Yes;Portion Control;Refrigeration;No;Low;Rarely;Regularly;Preservation;Rarely;Smart Shopping;Low;Partial;Fruits;1;6
20/07/2049;9698;3;37,618.00;North;Urban;Bachelor;Divorced;2;46-60;Employed;111;Small;Large;Vegetarian;Rarely;Weekly;Weekly;Supermarket;No;High;Yes;No;Portion Control;Canning;No;High;Weekly;Rarely;Storage;Rarely;Meal Planning;Low;Not Successful;Vegetables;1;5
21/07/2049;9699;2;60,226.00;West;Urban;Master;Married;0;46-60;Student;43;Medium;Medium;Vegetarian;Weekly;Rarely;Monthly;Online;No;Moderate;No;Yes;Portion Control;Refrigeration;No;Moderate;Daily;Regularly;Prompt Consumption;Rarely;Meal Planning;High;Partial;Fruits;1;4
22/07/2049;9700;5;44,735.00;West;Urban;Bachelor;Married;3;31-45;Employed;197;Large;Medium;Vegetarian;Rarely;Rarely;Weekly;Online;No;High;No;No;Excess Purchases;Freezing;No;High;Rarely;Rarely;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Seafood;1;5
23/07/2049;9701;2;37,789.00;West;Urban;Bachelor;Single;1;61;Employed;188;Small;Small;Non-Vegetarian;Daily;Daily;Monthly;Local;Yes;Moderate;No;No;Spoilage;Freezing;No;Low;Weekly;Sometimes;Storage;Regularly;Smart Shopping;High;Not Successful;Vegetables;1;6
24/07/2049;9702;1;28,664.00;North;Rural;Master;Single;0;31-45;Student;63;Medium;Medium;Vegetarian;Weekly;Weekly;Weekly;Local;Yes;Moderate;Yes;No;Portion Control;Refrigeration;Yes;Moderate;Rarely;Rarely;Preservation;Occasionally;Reduced Portions;Low;Successful;Fruits;1;3
25/07/2049;9703;3;51,209.00;South;Urban;High School;Single;2;61;Unemployed;63;Small;Small;Vegetarian;Daily;Rarely;Weekly;Supermarket;Yes;High;No;No;Spoilage;Refrigeration;No;High;Rarely;Rarely;Prompt Consumption;Occasionally;Smart Shopping;High;Not Successful;Fruits;1;0
26/07/2049;9704;1;61,393.00;North;Rural;Bachelor;Divorced;0;46-60;Unemployed;271;Large;Small;Vegetarian;Rarely;Daily;Weekly;Supermarket;No;Moderate;No;No;Spoilage;Canning;No;Low;Weekly;Regularly;Prompt Consumption;Regularly;Meal Planning;Low;Not Successful;Seafood;1;2
27/07/2049;9705;5;35,497.00;East;Urban;Bachelor;Married;3;46-60;Student;179;Small;Large;Vegetarian;Weekly;Daily;Daily;Supermarket;No;Moderate;Yes;Yes;Excess Purchases;Freezing;No;Moderate;Weekly;Regularly;Prompt Consumption;Regularly;Reduced Portions;Moderate;Not Successful;Seafood;1;1
28/07/2049;9706;1;68,506.00;South;Urban;Bachelor;Single;0;18-30;Employed;62;Large;Medium;Vegetarian;Weekly;Rarely;Monthly;Online;Yes;Moderate;No;Yes;Spoilage;Refrigeration;No;High;Rarely;Sometimes;Storage;Occasionally;Meal Planning;Low;Not Successful;Seafood;1;4
29/07/2049;9707;2;63,966.00;North;Rural;Master;Married;0;46-60;Unemployed;37;Medium;Small;Non-Vegetarian;Daily;Rarely;Monthly;Supermarket;Yes;Moderate;No;No;Excess Purchases;Freezing;No;Moderate;Weekly;Regularly;Storage;Occasionally;Smart Shopping;Moderate;Not Successful;Seafood;1;3
30/07/2049;9708;4;74,759.00;East;Rural;Bachelor;Single;3;61;Unemployed;234;Medium;Large;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;No;Spoilage;Canning;No;High;Daily;Rarely;Preservation;Regularly;Meal Planning;Moderate;Not Successful;Seafood;1;0
31/07/2049;9709;2;42,605.00;South;Urban;Master;Divorced;1;18-30;Student;149;Large;Large;Non-Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Low;No;Yes;Portion Control;Freezing;No;Moderate;Rarely;Rarely;Storage;Occasionally;Reduced Portions;Moderate;Partial;Seafood;1;1
01/08/2049;9710;2;56,524.00;South;Urban;Bachelor;Married;0;18-30;Unemployed;226;Small;Large;Non-Vegetarian;Weekly;Daily;Daily;Supermarket;No;Moderate;No;No;Excess Purchases;Refrigeration;No;Low;Weekly;Sometimes;Storage;Occasionally;Reduced Portions;High;Not Successful;Seafood;1;4
02/08/2049;9711;3;32,432.00;East;Urban;Master;Married;1;31-45;Student;145;Large;Large;Non-Vegetarian;Weekly;Rarely;Monthly;Local;Yes;High;No;No;Excess Purchases;Refrigeration;No;High;Daily;Regularly;Storage;Rarely;Reduced Portions;Low;Not Successful;Vegetables;1;2
03/08/2049;9712;3;53,528.00;North;Urban;PhD;Married;1;18-30;Employed;74;Large;Medium;Vegetarian;Weekly;Rarely;Monthly;Online;Yes;Low;No;Yes;Excess Purchases;Canning;No;Moderate;Weekly;Sometimes;Preservation;Rarely;Smart Shopping;High;Partial;Fruits;1;6
04/08/2049;9713;3;48,510.00;North;Urban;PhD;Single;2;46-60;Unemployed;226;Small;Small;Vegetarian;Rarely;Weekly;Monthly;Local;Yes;Moderate;Yes;No;Spoilage;Freezing;No;Low;Daily;Rarely;Storage;Regularly;Smart Shopping;Moderate;Successful;Seafood;1;3
05/08/2049;9714;2;49,959.00;South;Urban;Master;Divorced;1;46-60;Student;188;Small;Medium;Vegetarian;Rarely;Rarely;Weekly;Online;Yes;Moderate;Yes;Yes;Excess Purchases;Canning;No;Moderate;Rarely;Sometimes;Prompt Consumption;Rarely;Reduced Portions;Moderate;Not Successful;Meat;1;3
06/08/2049;9715;5;37,701.00;East;Rural;Bachelor;Married;3;61;Employed;145;Large;Small;Non-Vegetarian;Rarely;Weekly;Monthly;Supermarket;Yes;High;Yes;Yes;Portion Control;Refrigeration;Yes;High;Daily;Rarely;Prompt Consumption;Regularly;Smart Shopping;Low;Successful;Seafood;1;1
07/08/2049;9716;4;67,182.00;South;Rural;Master;Single;3;31-45;Student;81;Large;Medium;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;High;Yes;Yes;Portion Control;Canning;Yes;Low;Daily;Rarely;Preservation;Rarely;Smart Shopping;High;Successful;Fruits;1;6
08/08/2049;9717;1;32,537.00;South;Rural;High School;Divorced;0;61;Student;52;Large;Small;Vegetarian;Rarely;Rarely;Daily;Local;Yes;High;No;Yes;Spoilage;Freezing;No;High;Daily;Rarely;Prompt Consumption;Rarely;Smart Shopping;High;Not Successful;Seafood;1;6
09/08/2049;9718;2;48,204.00;South;Rural;PhD;Divorced;1;46-60;Employed;195;Small;Small;Non-Vegetarian;Rarely;Rarely;Weekly;Online;No;Moderate;No;Yes;Portion Control;Freezing;No;High;Rarely;Sometimes;Preservation;Occasionally;Meal Planning;High;Not Successful;Seafood;1;0
10/08/2049;9719;3;73,397.00;South;Rural;High School;Single;2;31-45;Unemployed;58;Small;Medium;Vegetarian;Rarely;Weekly;Monthly;Local;Yes;High;Yes;No;Spoilage;Refrigeration;Yes;Low;Daily;Rarely;Prompt Consumption;Regularly;Smart Shopping;Moderate;Successful;Meat;1;5
11/08/2049;9720;1;49,202.00;West;Rural;Bachelor;Single;0;18-30;Unemployed;231;Medium;Medium;Non-Vegetarian;Weekly;Rarely;Weekly;Supermarket;No;Moderate;Yes;No;Spoilage;Canning;Yes;Moderate;Weekly;Regularly;Storage;Regularly;Meal Planning;High;Successful;Vegetables;1;4
12/08/2049;9721;2;61,473.00;East;Rural;High School;Divorced;1;61;Student;274;Large;Large;Vegetarian;Rarely;Rarely;Weekly;Local;Yes;Low;Yes;No;Spoilage;Refrigeration;Yes;Low;Daily;Regularly;Prompt Consumption;Rarely;Smart Shopping;Low;Partial;Meat;1;1
13/08/2049;9722;3;58,871.00;East;Rural;High School;Single;2;31-45;Employed;173;Small;Large;Vegetarian;Weekly;Daily;Monthly;Online;No;Moderate;No;Yes;Spoilage;Refrigeration;No;Moderate;Daily;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Low;Not Successful;Meat;1;2
14/08/2049;9723;2;28,422.00;North;Rural;PhD;Married;0;31-45;Unemployed;247;Medium;Large;Vegetarian;Rarely;Rarely;Monthly;Supermarket;Yes;High;Yes;No;Spoilage;Canning;No;Moderate;Daily;Sometimes;Storage;Regularly;Reduced Portions;Low;Not Successful;Seafood;1;1
15/08/2049;9724;2;60,800.00;South;Urban;PhD;Married;0;46-60;Employed;157;Small;Large;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Moderate;Yes;Yes;Portion Control;Canning;No;Moderate;Rarely;Rarely;Storage;Regularly;Reduced Portions;Moderate;Successful;Seafood;1;6
16/08/2049;9725;4;59,460.00;East;Rural;Bachelor;Single;3;46-60;Student;204;Large;Small;Vegetarian;Weekly;Weekly;Daily;Online;No;Low;Yes;Yes;Excess Purchases;Refrigeration;Yes;Low;Rarely;Regularly;Storage;Regularly;Meal Planning;Low;Successful;Fruits;1;3
17/08/2049;9726;3;35,013.00;East;Rural;Master;Single;2;31-45;Employed;207;Small;Medium;Vegetarian;Rarely;Daily;Daily;Online;Yes;High;Yes;Yes;Portion Control;Freezing;Yes;High;Weekly;Regularly;Preservation;Occasionally;Meal Planning;High;Successful;Fruits;1;6
18/08/2049;9727;4;63,094.00;South;Rural;PhD;Divorced;3;31-45;Employed;41;Large;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Moderate;No;Yes;Spoilage;Freezing;No;Moderate;Weekly;Rarely;Prompt Consumption;Rarely;Meal Planning;Moderate;Partial;Seafood;1;4
19/08/2049;9728;2;38,408.00;North;Rural;PhD;Single;1;18-30;Student;234;Medium;Large;Vegetarian;Rarely;Rarely;Daily;Online;No;Moderate;No;Yes;Excess Purchases;Canning;No;Low;Daily;Sometimes;Prompt Consumption;Regularly;Meal Planning;High;Not Successful;Meat;1;5
20/08/2049;9729;2;48,349.00;West;Rural;Bachelor;Married;0;46-60;Unemployed;193;Medium;Large;Vegetarian;Weekly;Weekly;Monthly;Local;Yes;Moderate;No;Yes;Excess Purchases;Canning;No;Moderate;Weekly;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Fruits;1;4
21/08/2049;9730;1;72,171.00;South;Rural;PhD;Single;0;46-60;Unemployed;65;Small;Medium;Non-Vegetarian;Weekly;Weekly;Weekly;Supermarket;Yes;High;No;Yes;Portion Control;Canning;No;Moderate;Weekly;Sometimes;Storage;Occasionally;Reduced Portions;Moderate;Partial;Seafood;1;2
22/08/2049;9731;2;69,308.00;East;Rural;PhD;Divorced;1;18-30;Unemployed;233;Large;Large;Vegetarian;Rarely;Rarely;Weekly;Supermarket;Yes;Moderate;Yes;Yes;Spoilage;Freezing;Yes;High;Daily;Rarely;Preservation;Regularly;Meal Planning;High;Successful;Seafood;1;5
23/08/2049;9732;4;48,350.00;West;Urban;Master;Married;2;31-45;Student;140;Small;Small;Non-Vegetarian;Rarely;Rarely;Daily;Online;Yes;High;No;Yes;Portion Control;Freezing;No;Moderate;Weekly;Sometimes;Storage;Regularly;Reduced Portions;High;Partial;Vegetables;1;5
24/08/2049;9733;2;60,667.00;South;Urban;Bachelor;Divorced;1;31-45;Unemployed;256;Small;Medium;Non-Vegetarian;Weekly;Weekly;Daily;Online;No;Low;Yes;No;Excess Purchases;Freezing;Yes;Moderate;Weekly;Regularly;Preservation;Occasionally;Reduced Portions;Moderate;Partial;Fruits;1;4
25/08/2049;9734;4;55,155.00;South;Rural;Master;Single;3;46-60;Unemployed;172;Small;Large;Vegetarian;Weekly;Daily;Daily;Supermarket;No;Moderate;Yes;No;Spoilage;Freezing;No;Moderate;Weekly;Regularly;Storage;Occasionally;Meal Planning;High;Partial;Meat;1;2
26/08/2049;9735;3;47,066.00;East;Rural;High School;Married;1;61;Employed;31;Medium;Small;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;Moderate;No;Yes;Excess Purchases;Canning;No;Low;Daily;Rarely;Preservation;Occasionally;Smart Shopping;High;Not Successful;Meat;1;2
27/08/2049;9736;5;55,446.00;East;Urban;PhD;Married;3;61;Student;280;Large;Large;Vegetarian;Weekly;Rarely;Weekly;Supermarket;Yes;Moderate;Yes;Yes;Portion Control;Freezing;Yes;Moderate;Weekly;Rarely;Prompt Consumption;Regularly;Meal Planning;High;Successful;Vegetables;1;0
28/08/2049;9737;5;30,750.00;North;Rural;High School;Married;3;31-45;Employed;190;Large;Small;Non-Vegetarian;Weekly;Weekly;Daily;Local;Yes;High;No;Yes;Excess Purchases;Canning;No;Low;Daily;Rarely;Storage;Regularly;Meal Planning;Low;Not Successful;Meat;1;6
29/08/2049;9738;2;29,766.00;South;Urban;PhD;Single;1;18-30;Unemployed;105;Medium;Medium;Non-Vegetarian;Weekly;Weekly;Daily;Online;No;High;Yes;Yes;Spoilage;Freezing;Yes;Moderate;Daily;Regularly;Prompt Consumption;Occasionally;Reduced Portions;Low;Successful;Seafood;1;3
30/08/2049;9739;2;74,752.00;East;Urban;PhD;Divorced;1;31-45;Student;173;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Local;No;High;No;No;Excess Purchases;Freezing;No;High;Weekly;Rarely;Preservation;Regularly;Reduced Portions;High;Not Successful;Meat;1;3
31/08/2049;9740;4;50,552.00;North;Urban;Master;Single;3;46-60;Employed;178;Large;Large;Vegetarian;Rarely;Daily;Daily;Local;No;High;No;No;Excess Purchases;Refrigeration;No;Low;Daily;Regularly;Storage;Regularly;Smart Shopping;Low;Partial;Seafood;1;3
01/09/2049;9741;1;53,713.00;West;Rural;Bachelor;Divorced;0;46-60;Employed;87;Large;Small;Non-Vegetarian;Weekly;Rarely;Daily;Online;No;High;Yes;Yes;Portion Control;Canning;No;High;Weekly;Sometimes;Storage;Occasionally;Reduced Portions;High;Not Successful;Meat;1;3
02/09/2049;9742;4;34,596.00;North;Urban;Bachelor;Single;3;18-30;Unemployed;162;Large;Small;Vegetarian;Rarely;Rarely;Daily;Supermarket;Yes;Moderate;Yes;Yes;Portion Control;Refrigeration;No;High;Rarely;Regularly;Storage;Rarely;Smart Shopping;Moderate;Successful;Seafood;1;5
03/09/2049;9743;4;32,399.00;North;Rural;PhD;Divorced;3;31-45;Student;193;Large;Medium;Vegetarian;Rarely;Rarely;Daily;Supermarket;Yes;Low;No;No;Portion Control;Refrigeration;No;Low;Rarely;Rarely;Preservation;Occasionally;Meal Planning;Low;Not Successful;Meat;1;4
04/09/2049;9744;3;39,344.00;East;Urban;High School;Married;1;61;Employed;109;Medium;Large;Non-Vegetarian;Weekly;Weekly;Weekly;Local;No;Low;Yes;No;Portion Control;Canning;No;High;Daily;Regularly;Prompt Consumption;Rarely;Smart Shopping;Low;Successful;Vegetables;1;2
05/09/2049;9745;1;64,129.00;South;Rural;High School;Divorced;0;61;Employed;179;Small;Medium;Non-Vegetarian;Rarely;Rarely;Weekly;Local;No;Moderate;No;No;Spoilage;Canning;No;Moderate;Daily;Regularly;Prompt Consumption;Regularly;Smart Shopping;Low;Not Successful;Seafood;1;6
06/09/2049;9746;2;31,330.00;West;Urban;Bachelor;Single;1;31-45;Unemployed;162;Large;Medium;Non-Vegetarian;Daily;Weekly;Weekly;Supermarket;Yes;Low;Yes;Yes;Spoilage;Refrigeration;Yes;High;Weekly;Sometimes;Prompt Consumption;Occasionally;Meal Planning;High;Successful;Fruits;1;2
07/09/2049;9747;5;70,779.00;North;Rural;High School;Married;3;46-60;Student;221;Medium;Medium;Vegetarian;Rarely;Weekly;Monthly;Online;No;Moderate;Yes;No;Excess Purchases;Freezing;Yes;Moderate;Rarely;Regularly;Preservation;Rarely;Reduced Portions;High;Partial;Vegetables;1;0
08/09/2049;9748;4;57,745.00;South;Rural;Master;Single;3;18-30;Unemployed;95;Medium;Small;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;High;Yes;No;Portion Control;Canning;Yes;Moderate;Rarely;Regularly;Prompt Consumption;Regularly;Smart Shopping;Low;Successful;Vegetables;1;0
09/09/2049;9749;4;51,336.00;East;Urban;High School;Divorced;3;46-60;Employed;56;Medium;Small;Vegetarian;Rarely;Weekly;Daily;Local;No;High;No;Yes;Excess Purchases;Freezing;No;Low;Weekly;Rarely;Preservation;Rarely;Meal Planning;Low;Partial;Vegetables;1;2
10/09/2049;9750;3;67,142.00;South;Rural;Master;Divorced;2;61;Unemployed;151;Large;Medium;Non-Vegetarian;Daily;Weekly;Daily;Local;No;Low;No;No;Portion Control;Canning;No;Moderate;Rarely;Sometimes;Prompt Consumption;Rarely;Reduced Portions;High;Not Successful;Fruits;1;2
11/09/2049;9751;3;34,325.00;West;Urban;PhD;Married;1;18-30;Unemployed;273;Small;Small;Vegetarian;Rarely;Daily;Weekly;Online;No;Moderate;No;Yes;Spoilage;Refrigeration;No;Moderate;Daily;Sometimes;Preservation;Occasionally;Reduced Portions;Moderate;Partial;Vegetables;1;1
12/09/2049;9752;1;62,070.00;West;Rural;Bachelor;Divorced;0;46-60;Student;112;Large;Small;Vegetarian;Rarely;Daily;Daily;Online;Yes;High;Yes;Yes;Spoilage;Refrigeration;No;High;Rarely;Rarely;Storage;Occasionally;Meal Planning;Low;Partial;Seafood;1;0
13/09/2049;9753;2;27,992.00;South;Urban;PhD;Divorced;1;18-30;Student;224;Small;Small;Vegetarian;Weekly;Rarely;Daily;Supermarket;Yes;Low;Yes;Yes;Portion Control;Refrigeration;No;Low;Weekly;Regularly;Preservation;Occasionally;Reduced Portions;High;Partial;Vegetables;1;6
14/09/2049;9754;4;39,305.00;West;Urban;PhD;Married;2;61;Unemployed;218;Large;Small;Non-Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Moderate;Yes;No;Excess Purchases;Canning;Yes;Moderate;Weekly;Sometimes;Storage;Occasionally;Reduced Portions;Low;Partial;Fruits;1;1
15/09/2049;9755;1;60,291.00;South;Rural;Bachelor;Single;0;31-45;Student;133;Large;Medium;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;Yes;Yes;Spoilage;Freezing;No;High;Weekly;Regularly;Preservation;Rarely;Reduced Portions;High;Not Successful;Fruits;1;6
16/09/2049;9756;3;54,255.00;South;Urban;Master;Married;1;61;Employed;289;Medium;Medium;Vegetarian;Daily;Weekly;Weekly;Supermarket;No;Low;Yes;No;Spoilage;Canning;Yes;High;Rarely;Sometimes;Preservation;Occasionally;Reduced Portions;Moderate;Successful;Fruits;1;3
17/09/2049;9757;4;40,216.00;South;Urban;PhD;Married;2;46-60;Student;139;Large;Medium;Vegetarian;Weekly;Daily;Daily;Supermarket;No;Moderate;Yes;Yes;Portion Control;Canning;Yes;Moderate;Rarely;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Vegetables;1;1
18/09/2049;9758;3;50,461.00;South;Urban;Master;Married;1;61;Employed;187;Medium;Small;Vegetarian;Rarely;Daily;Monthly;Supermarket;Yes;Moderate;No;Yes;Portion Control;Freezing;No;High;Weekly;Sometimes;Preservation;Regularly;Meal Planning;Moderate;Not Successful;Seafood;1;1
19/09/2049;9759;1;44,048.00;South;Urban;Master;Single;0;31-45;Unemployed;245;Large;Small;Non-Vegetarian;Weekly;Rarely;Monthly;Supermarket;No;High;Yes;Yes;Excess Purchases;Refrigeration;Yes;Low;Weekly;Sometimes;Preservation;Rarely;Smart Shopping;High;Successful;Vegetables;1;4
20/09/2049;9760;2;70,839.00;South;Rural;Master;Married;0;31-45;Student;99;Medium;Large;Non-Vegetarian;Daily;Weekly;Daily;Supermarket;No;Low;Yes;Yes;Excess Purchases;Canning;Yes;Moderate;Daily;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Successful;Seafood;1;2
21/09/2049;9761;5;61,118.00;East;Urban;High School;Married;3;31-45;Employed;44;Small;Medium;Non-Vegetarian;Daily;Daily;Weekly;Online;No;Moderate;No;Yes;Excess Purchases;Canning;No;Low;Weekly;Sometimes;Storage;Rarely;Reduced Portions;Low;Not Successful;Fruits;1;5
22/09/2049;9762;4;30,957.00;South;Urban;Master;Divorced;3;18-30;Student;162;Medium;Medium;Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;No;No;Excess Purchases;Freezing;No;High;Daily;Regularly;Preservation;Occasionally;Reduced Portions;High;Partial;Meat;1;1
23/09/2049;9763;3;48,410.00;East;Urban;High School;Divorced;2;61;Employed;152;Medium;Small;Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;High;Yes;Yes;Spoilage;Canning;Yes;Moderate;Weekly;Rarely;Preservation;Regularly;Reduced Portions;Moderate;Successful;Fruits;1;2
24/09/2049;9764;4;51,702.00;North;Rural;High School;Single;3;31-45;Student;245;Large;Medium;Vegetarian;Weekly;Rarely;Daily;Local;No;Low;Yes;No;Portion Control;Canning;No;High;Rarely;Regularly;Storage;Rarely;Smart Shopping;Moderate;Partial;Meat;1;3
25/09/2049;9765;1;35,009.00;South;Urban;Bachelor;Single;0;46-60;Employed;225;Large;Medium;Vegetarian;Daily;Daily;Weekly;Supermarket;No;Moderate;Yes;No;Spoilage;Refrigeration;No;Moderate;Rarely;Regularly;Preservation;Rarely;Reduced Portions;Low;Successful;Fruits;1;4
26/09/2049;9766;1;64,497.00;East;Urban;High School;Divorced;0;31-45;Student;111;Medium;Large;Vegetarian;Rarely;Daily;Daily;Online;No;High;No;No;Portion Control;Refrigeration;No;High;Daily;Rarely;Storage;Rarely;Reduced Portions;High;Successful;Seafood;1;3
27/09/2049;9767;4;46,444.00;South;Urban;Master;Single;3;31-45;Unemployed;165;Large;Medium;Vegetarian;Weekly;Daily;Daily;Local;Yes;Low;Yes;Yes;Spoilage;Refrigeration;No;High;Weekly;Rarely;Storage;Occasionally;Smart Shopping;High;Not Successful;Meat;1;5
28/09/2049;9768;2;55,522.00;South;Rural;Master;Single;1;46-60;Student;214;Small;Small;Non-Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;High;Yes;Yes;Excess Purchases;Refrigeration;No;High;Rarely;Sometimes;Preservation;Occasionally;Reduced Portions;Moderate;Partial;Meat;1;1
29/09/2049;9769;2;31,347.00;North;Rural;Bachelor;Married;0;18-30;Unemployed;272;Small;Large;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;Moderate;No;Yes;Spoilage;Freezing;No;High;Daily;Regularly;Prompt Consumption;Regularly;Reduced Portions;High;Not Successful;Vegetables;1;5
30/09/2049;9770;4;56,098.00;West;Urban;Master;Married;2;31-45;Student;71;Large;Medium;Vegetarian;Rarely;Weekly;Daily;Online;No;High;Yes;No;Portion Control;Refrigeration;Yes;High;Weekly;Regularly;Storage;Regularly;Smart Shopping;Moderate;Successful;Vegetables;1;6
01/10/2049;9771;3;44,494.00;North;Rural;High School;Single;2;31-45;Unemployed;195;Medium;Medium;Non-Vegetarian;Weekly;Weekly;Monthly;Online;No;Moderate;No;No;Portion Control;Refrigeration;No;High;Weekly;Regularly;Prompt Consumption;Rarely;Smart Shopping;Low;Successful;Seafood;1;5
02/10/2049;9772;4;49,763.00;North;Urban;Bachelor;Single;3;18-30;Employed;150;Medium;Large;Vegetarian;Daily;Rarely;Daily;Local;Yes;High;No;No;Spoilage;Canning;No;Low;Weekly;Sometimes;Preservation;Rarely;Reduced Portions;Low;Successful;Fruits;1;0
03/10/2049;9773;2;58,035.00;East;Urban;High School;Single;1;46-60;Student;66;Small;Medium;Non-Vegetarian;Rarely;Daily;Monthly;Local;Yes;Low;No;No;Spoilage;Refrigeration;No;High;Daily;Sometimes;Storage;Rarely;Meal Planning;Low;Successful;Meat;1;6
